Customer_ID,Customer_Name,Gender,Age,City,Annual_Income,Purchase_Amount,Purchase_Date,Membership_Status,Payment_Method
CUST1082,Rohan Verma,Female,32.0,Kanpur,89275.0,676.24,2025-09-01,Yes,Credit Card
CUST1086,Ananya Singh,Male,29.0,Kanpur,34000.0,8151.67,2025-09-13,Yes,Credit Card
CUST1031,Aarav Sharma,Male,21.0,Noida,86556.0,11409.43,2025-04-01,Yes,Credit Card
CUST1095,Neha Kapoor,Male,31.0,Lucknow,33373.0,9599.59,2025-10-10,No,Cash
CUST1056,Arjun Mehta,Male,56.0,Delhi,65247.0,12285.59,2025-06-15,Yes,debit card
CUST1010,Kavya Agarwal,M,29.0,Agra,113613.0,11387.63,2025-01-28,Yes,UPI
CUST1034,Neha Kapoor,Female,46.0,Jaipur,83222.0,1822.49,2025-04-10,Yes,Credit card
CUST1063,Priya Gupta,Male,27.0,Delhi,98385.0,8596.86,,Yes,Cash
CUST1026,Isha Tiwari,Male,48.0,Lucknow,76175.0,9661.64,,Yes,UPI
CUST1120,Sneha Mishra,Female,23.0,Jaipur,65735.0,14272.1,2025-12-24,No,Credit Card
CUST1029,Pooja Sinha,Male,52.0,Kanpur,50056.0, 3200 ,2025-03-26,Yes,Cash
CUST1067,Ananya Singh,Male,38.0,Delhi,39823.0,7643.06,2025-07-18,No,Cash
CUST1061,,,40.0,,53049.0,1710.76,,No,Credit Card
CUST1006,Sneha Mishra,Male,59.0,Agra,69734.0,5441.65,2025-01-16,yes,Credit Card
CUST1066,Isha Tiwari,Male,59.0,Delhi,53289.0,2112.36,2025-07-15,No,UPI
CUST1071,Arjun Mehta,Female,48.0,Lucknow,46364.0,2222.86,2025-03-30,No,Cash
CUST1040,Aditya Jain,Male,37.0,Kanpur,115067.0,5588.27,2025-04-28,Yes,Debit Card
CUST1050,Rohan Verma,Female,29.0,Jaipur,108832.0,10740.51,2025-05-28,Yes,Cash
CUST1036,Pooja Sinha,Male,26.0,Lucknow ,39662.0,1334.6,2025-04-16,Yes,Credit Card
CUST1017,Priya Gupta,FEMALE,44.0,Delhi,62217.0,13485.09,2025-02-18,Yes,Debit Card
CUST1069,Vikram Joshi,Male,21.0,Kanpur,71975.0,7295.58,2025-07-24,Yes,Cash
CUST1035,Karan Malhotra,Male,52.0,Agra,59375.0,7669.09,2025-04-13,Yes,Credit Card
CUST1116,Karan Malhotra,Male,41.0,Noida,119084.0,10428.6,2025-12-12,Yes,UPI
CUST1008,Arjun Mehta,Male,28.0,Agra,103523.0,$4500,2025-01-22,No,UPI
CUST1119,Arjun Mehta,Male,27.0,Agra,48888.0,12426.79,2025-12-21,Yes,UPI
CUST1044,Pooja Sinha,Female,54.0,Agra, 65000 ,9464.16,2025-05-10,Yes,Debit Card
CUST1096,Karan Malhotra,Male,28.0,Kanpur,42161.0,8972.56,2025-10-13,Yes,Cash
CUST1070,Kavya Agarwal,Female,31.0,Kanpur,39540.0,,2025-07-27,No,UPI
CUST1101,Ananya Singh,Male,55.0,Delhi,105353.0,13408.82,2025-10-28,Yes,Cash
CUST1106,Nikhil Das,Female,38.0,Delhi,33267.0,7223.63,2025-11-12,Yes,Credit Card
CUST1009,Rahul Yadav,Male,47.0,Agra,,6720.41,2025-01-25,No,Credit Card
CUST1014,Aditya Jain,Male,150.0,Agra,109634.0,7826.16,2025-02-09,No,Cash
CUST1110,Rahul Yadav,Female,36.0,Noida,56092.0,14628.72,2025-11-24,No,UPI
CUST1004,Nikhil Das,Female,33.0,Lucknow,"₹75,000",5894.26,2025-01-10,Yes,Cash
CUST1018,Sneha Mishra,Female,,Jaipur,38308.0,6143.42,2025-02-21,No,Cash
CUST1039,Aditya Jain,Female,,Noida,103666.0,13371.71,2025-04-25,No,Credit Card
CUST1073,Priya Gupta,Male,43.0,Jaipur,57663.0,9913.55,2025-08-05,No,Cash
CUST1098,Ananya Singh,Female,58.0,Agra,55351.0,1158.97,2025-10-19,Yes,Debit Card
CUST1007,Karan Malhotra,Male,26.0, delhi ,102615.0,13995.98,2025-01-19,No,Debit Card
CUST1081,Nikhil Das,Female,21.0,Delhi,48071.0,14466.73,2025-08-29,No,Cash
CUST1108,Sneha Mishra,Female,22.0,Agra,119588.0,8963.01,2025-11-18,No,Debit Card
CUST1111,Pooja Sinha,Female,56.0,Jaipur,41338.0,14800.06,2025-11-27,No,UPI
CUST1055,Rohan Verma,Male,40.0,Kanpur,73919.0,5874.31,2025-06-12,No,Cash
CUST1051,Pooja Sinha,Male,26.0,Jaipur,81293.0,1679.56,2025-05-31,Yes,Credit Card
CUST1084,Aarav Sharma,Male,57.0,Jaipur,41938.0,1125.82,2025-09-07,No,UPI
CUST1047,Isha Tiwari,Male,31.0,Noida,39435.0,10664.05,2025-05-19,No,Debit Card
CUST1085,Priya Gupta,Male,52.0,,65195.0,13421.58,2025-09-10,No,Cash
CUST1062,Ananya Singh,Male,52.0,Agra,109605.0,11768.63,2025-07-03,Yes,Cash
CUST1033,Kavya Agarwal,Male,22.0,Agra,43500.0,11949.46,2025-04-07,No,Debit Card
CUST1080,Sneha Mishra,Male,22.0,Noida,96387.0,3742.14,2025-08-26,No,UPI
CUST1099,Kavya Agarwal,Female,60.0,Jaipur,118668.0,4573.97,2025-10-22,Yes,Cash
CUST1042,Kavya Agarwal,Male,44.0,Jaipur,99042.0,2573.38,2025-05-04,No,Credit Card
CUST1059,Arjun Mehta,Male,23.0,Lucknow,89101.0,11423.98,2025-06-24,No,UPI
CUST1091,Neha Kapoor,Female,40.0,Noida,119643.0,8084.92,2025-09-28,No,UPI
CUST1049,Isha Tiwari,Female,53.0,Noida,74078.0,12416.97,"March 14, 2025",Yes,Debit Card
CUST1089,Ananya Singh,Unknown,36.0,Noida,99449.0,8530.89,2025-09-22,Yes,Credit Card
CUST1016,Arjun Mehta,Male,52.0,Lucknow,55945.0,5140.72,2025-02-15,No,UPI
CUST1058,Rahul Yadav,Male,46.0,,86573.0,14797.02,2025-06-21,Yes,Cash
CUST1076,Pooja Sinha,Female,55.0,Lucknow,60977.0,14451.5,2025-08-14,Yes,UPI
CUST1033,Kavya Agarwal,Male,22.0,Agra,43500.0,11949.46,2025-04-07,No,Debit Card
CUST1118,Nikhil Das,Male,28.0,Noida,68756.0,13708.44,2025-12-18,Yes,UPI
CUST1060,Vikram Joshi,Male,-5.0,Agra,56646.0,5955.76,2025-06-27,Yes,Credit Card
CUST1064,Vikram Joshi,Female,53.0,Lucknow,,6651.22,2025-07-09,Yes,UPI
CUST1105,Isha Tiwari,Female,49.0,Noida,50358.0,3227.76,2025-11-09,Yes,Credit Card
CUST1038,Aarav Sharma,Female,24.0,Lucknow,89638.0,6902.19,05-03-2025,Yes,Credit Card
CUST1030,Arjun Mehta,Female,53.0,Kanpur,,10251.52,2025-03-29,Yes,UPI
CUST1112,Vikram Joshi,Female,53.0,Kanpur,30412.0,10623.34,2025-11-30,No,Debit Card
CUST1002,Priya Gupta,Male,21.0,Kanpur,86179.0,14862.32,2025-01-04,Yes,Cash
CUST1053,Priya Gupta,Male,49.0,Lucknow,90403.0,14806.27,2025-06-06,Yes,
CUST1022,Arjun Mehta,Male,57.0,,119480.0,5130.05,2025-03-05,Yes,Debit Card
CUST1003,Karan Malhotra,male,47.0,Noida,62093.0,6482.96,2025-01-07,Yes,UPI
CUST1024,Sneha Mishra,Female,22.0,Noida,96617.0,14283.8,2025-03-11,NO,Cash
CUST1104,Priya Gupta,Male,45.0,Kanpur,87458.0,4522.03,2025-11-06,Yes,Debit Card
CUST1100,Pooja Sinha,Female,40.0,Agra,45305.0,14280.97,2025-10-25,Maybe,Debit Card
CUST1088,Priya Gupta,Male,39.0,Agra,68304.0,1570.05,2025-09-19,No,UPI
CUST1114,Sneha Mishra,Female,53.0,Noida,63496.0,4988.15,2025-12-06,No,UPI
CUST1075,Nikhil Das,Male,50.0,Delhi,87679.0,8958.85,2025-08-11,No,UPI
CUST1087,Sneha Mishra,Male,55.0,Agra,100588.0,14897.99,2025-09-16,No,Cash
CUST1083,Isha Tiwari,Female,25.0,Noida,102369.0,14563.24,2025-09-04,Yes,Cash
CUST1111,Pooja Sinha,Female,56.0,Jaipur,41338.0,14800.06,2025-11-27,No,UPI
CUST1021,Neha Kapoor,Male,23.0,Noida,31150.0,1823.66,2025-03-02,Yes,Debit Card
CUST1061,Rahul Yadav,Female,40.0,Delhi,53049.0,1710.76,2025-06-30,No,Credit Card
CUST1072,Ananya Singh,,45.0,Agra,34611.0,2204.13,2025-08-02,No,Cash
CUST1107,Nikhil Das,Female,38.0,Agra,112745.0,5623.61,2025-11-15,No,Credit Card
CUST1015,Sneha Mishra,Female,52.0,Lucknow,58251.0,12483.63,2025-02-12,Yes,
CUST1093,Kavya Agarwal,Female,53.0,Delhi,116027.0,10588.36,2025-10-04,Yes,Credit Card
CUST1052,Rahul Yadav,Male,36.0,Kanpur,108781.0,₹7800,2025-06-03,Yes,Debit Card
CUST1103,Isha Tiwari,Male,55.0,Agra,95953.0,,2025-11-03,No,Cash
